paper_raw,paper_join,authors,title,year_publication,studyID,studyID_short,aim,participants,discs_raw,discs_imputed,algor,Pheno_classification,measures,measureVal,measureVal_logit,SD,SD_imputed,CI-,CI+,validation,data_augmentation,genderratio_raw,genderratio_imputed,agemean_raw,agemean_imputed,MRIseq,MRIplanes,MRIstrength
Sundarsingh2020,Sundarsingh2020,"Sundarsingh, Shirly and Kesavan, Ramesh",Diagnosis of disc bulge and disc desiccation in lumbar MRI using concatenated shape and texture features with random forest classifier,2020.0,Sundarsingh2020randomforestbulgingDeveRandom sample split0,Sundarsingh2020randomforestbulgingDeve,Development,63,378.0,378.0,randomforest,bulging,sensitivity,0.97,3.476098686398846,,0.018939849624060152,0.9328778947368421,1.0,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Sagittal,1.5T
Sundarsingh2020,Sundarsingh2020,"Sundarsingh, Shirly and Kesavan, Ramesh",Diagnosis of disc bulge and disc desiccation in lumbar MRI using concatenated shape and texture features with random forest classifier,2020.0,Sundarsingh2020randomforestbulgingDeveRandom sample split0,Sundarsingh2020randomforestbulgingDeve,Development,63,378.0,378.0,randomforest,bulging,specificity,0.87,1.9009587603088736,,0.018939849624060152,0.832877894736842,0.907122105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Sagittal,1.5T
Sundarsingh2020,Sundarsingh2020,"Sundarsingh, Shirly and Kesavan, Ramesh",Diagnosis of disc bulge and disc desiccation in lumbar MRI using concatenated shape and texture features with random forest classifier,2020.0,Sundarsingh2020randomforestbulgingDeveRandom sample split0,Sundarsingh2020randomforestbulgingDeve,Development,63,378.0,378.0,randomforest,bulging,f-score,0.93,2.586689342561845,,0.018939849624060152,0.8928778947368421,0.967122105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Sagittal,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018svmbulgingDeveRandom sample split0,Beulah2018svmbulgingDeve,Development,93,675.0,675.0,svm,bulging,accuracy,0.9278,2.5533761449260384,,0.018939849624060152,0.8906778947368421,0.9649221052631578,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018svmbulgingDeveRandom sample split0,Beulah2018svmbulgingDeve,Development,93,675.0,675.0,svm,bulging,f-score,0.9571,3.1050360508324033,,0.018939849624060152,0.919977894736842,0.9942221052631579,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018svmbulgingDeveRandom sample split0,Beulah2018svmbulgingDeve,Development,93,675.0,675.0,svm,bulging,sensitivity,0.9477,2.897041623387707,,0.018939849624060152,0.9105778947368421,0.9848221052631578,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018svmbulgingDeveRandom sample split0,Beulah2018svmbulgingDeve,Development,93,675.0,675.0,svm,bulging,specificity,0.8148000000000001,1.4815063614778858,,0.018939849624060152,0.7776778947368421,0.851922105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018knnbulgingDeveRandom sample split0,Beulah2018knnbulgingDeve,Development,93,675.0,675.0,knn,bulging,accuracy,0.9854999999999999,4.2190004701682176,,0.018939849624060152,0.948377894736842,1.0,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018knnbulgingDeveRandom sample split0,Beulah2018knnbulgingDeve,Development,93,675.0,675.0,knn,bulging,f-score,0.9329000000000001,2.6321139683917747,,0.018939849624060152,0.8957778947368422,0.9700221052631579,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018knnbulgingDeveRandom sample split0,Beulah2018knnbulgingDeve,Development,93,675.0,675.0,knn,bulging,sensitivity,0.8856,2.0465643014616863,,0.018939849624060152,0.8484778947368421,0.922722105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018knnbulgingDeveRandom sample split0,Beulah2018knnbulgingDeve,Development,93,675.0,675.0,knn,bulging,specificity,0.9259000000000001,2.5253507036944303,,0.018939849624060152,0.8887778947368421,0.963022105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018deeplearningbulgingDeveRandom sample split0,Beulah2018deeplearningbulgingDeve,Development,93,675.0,675.0,deeplearning,bulging,accuracy,0.8432,1.6822330691144392,,0.018939849624060152,0.8060778947368421,0.8803221052631578,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018deeplearningbulgingDeveRandom sample split0,Beulah2018deeplearningbulgingDeve,Development,93,675.0,675.0,deeplearning,bulging,f-score,0.9003,2.2005623630325553,,0.018939849624060152,0.863177894736842,0.937422105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018deeplearningbulgingDeveRandom sample split0,Beulah2018deeplearningbulgingDeve,Development,93,675.0,675.0,deeplearning,bulging,sensitivity,0.985,4.184591433301688,,0.018939849624060152,0.947877894736842,1.0,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018deeplearningbulgingDeveRandom sample split0,Beulah2018deeplearningbulgingDeve,Development,93,675.0,675.0,deeplearning,bulging,specificity,0.4808,-0.07683778256947307,,0.018939849624060152,0.4436778947368421,0.517922105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018randomforestbulgingDeveRandom sample split0,Beulah2018randomforestbulgingDeve,Development,93,675.0,675.0,randomforest,bulging,accuracy,0.7167,0.9281509356708916,,0.018939849624060152,0.679577894736842,0.753822105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018randomforestbulgingDeveRandom sample split0,Beulah2018randomforestbulgingDeve,Development,93,675.0,675.0,randomforest,bulging,f-score,0.809,1.4435254883646926,,0.018939849624060152,0.7718778947368421,0.846122105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018randomforestbulgingDeveRandom sample split0,Beulah2018randomforestbulgingDeve,Development,93,675.0,675.0,randomforest,bulging,sensitivity,0.7059000000000001,0.8755537383597939,,0.018939849624060152,0.6687778947368421,0.743022105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018randomforestbulgingDeveRandom sample split0,Beulah2018randomforestbulgingDeve,Development,93,675.0,675.0,randomforest,bulging,specificity,0.7778,1.2528915439375048,,0.018939849624060152,0.7406778947368422,0.8149221052631579,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018svmherniationDeveRandom sample split0,Beulah2018svmherniationDeve,Development,93,675.0,675.0,svm,herniation,accuracy,0.9325,2.625741552050766,,0.018939849624060152,0.895377894736842,0.969622105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018svmherniationDeveRandom sample split0,Beulah2018svmherniationDeve,Development,93,675.0,675.0,svm,herniation,f-score,0.7556,1.128705907788404,,0.018939849624060152,0.7184778947368422,0.7927221052631579,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018svmherniationDeveRandom sample split0,Beulah2018svmherniationDeve,Development,93,675.0,675.0,svm,herniation,sensitivity,1.0,23.025850847100088,,0.018939849624060152,0.9628778947368422,1.0,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018svmherniationDeveRandom sample split0,Beulah2018svmherniationDeve,Development,93,675.0,675.0,svm,herniation,specificity,0.9247,2.50798922434158,,0.018939849624060152,0.887577894736842,0.9618221052631579,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018knnherniationDeveRandom sample split0,Beulah2018knnherniationDeve,Development,93,675.0,675.0,knn,herniation,accuracy,0.7853,1.2968241049029876,,0.018939849624060152,0.748177894736842,0.822422105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018knnherniationDeveRandom sample split0,Beulah2018knnherniationDeve,Development,93,675.0,675.0,knn,herniation,f-score,0.4928,-0.028801991303789066,,0.018939849624060152,0.4556778947368421,0.529922105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018knnherniationDeveRandom sample split0,Beulah2018knnherniationDeve,Development,93,675.0,675.0,knn,herniation,sensitivity,1.0,23.025850847100088,,0.018939849624060152,0.9628778947368422,1.0,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018knnherniationDeveRandom sample split0,Beulah2018knnherniationDeve,Development,93,675.0,675.0,knn,herniation,specificity,0.7602,1.1537763134131758,,0.018939849624060152,0.7230778947368421,0.7973221052631578,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018deeplearningherniationDeveRandom sample split0,Beulah2018deeplearningherniationDeve,Development,93,675.0,675.0,deeplearning,herniation,accuracy,0.9262999999999999,2.531195355599881,,0.018939849624060152,0.8891778947368421,0.9634221052631577,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018deeplearningherniationDeveRandom sample split0,Beulah2018deeplearningherniationDeve,Development,93,675.0,675.0,deeplearning,herniation,f-score,0.7391,1.0412960371295699,,0.018939849624060152,0.701977894736842,0.7762221052631579,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018deeplearningherniationDeveRandom sample split0,Beulah2018deeplearningherniationDeve,Development,93,675.0,675.0,deeplearning,herniation,sensitivity,0.5861999999999999,0.3482782625530962,,0.018939849624060152,0.549077894736842,0.6233221052631579,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018deeplearningherniationDeveRandom sample split0,Beulah2018deeplearningherniationDeve,Development,93,675.0,675.0,deeplearning,herniation,specificity,1.0,23.025850847100088,,0.018939849624060152,0.9628778947368422,1.0,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018randomforestherniationDeveRandom sample split0,Beulah2018randomforestherniationDeve,Development,93,675.0,675.0,randomforest,herniation,accuracy,0.6994,0.8444423468347538,,0.018939849624060152,0.6622778947368422,0.7365221052631579,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018randomforestherniationDeveRandom sample split0,Beulah2018randomforestherniationDeve,Development,93,675.0,675.0,randomforest,herniation,f-score,0.3636,-0.5597729345924697,,0.018939849624060152,0.3264778947368421,0.4007221052631579,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018randomforestherniationDeveRandom sample split0,Beulah2018randomforestherniationDeve,Development,93,675.0,675.0,randomforest,herniation,sensitivity,0.8234999999999999,1.5402426725563378,,0.018939849624060152,0.786377894736842,0.8606221052631577,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Beulah2018,Beulah2018-2021,"Beulah, A. and Sharmila, T. Sree and Pramod, V. K.",Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),2018.0,Beulah2018randomforestherniationDeveRandom sample split0,Beulah2018randomforestherniationDeve,Development,93,675.0,675.0,randomforest,herniation,specificity,0.6849,0.7763827929772642,,0.018939849624060152,0.647777894736842,0.7220221052631579,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Axial,1.5T
Ebrahimzadeh2018,Ebrahimzadeh2018,"Ebrahimzadeh, Elias and Fayaz, Farahnaz and Nikravan, Mehran and Ahmadi, Fereshteh and Dolatabad, Mohammadjavad Rahimi",TOWARDS AN AUTOMATIC DIAGNOSIS SYSTEM for LUMBAR DISC HERNIATION: The SIGNIFICANCE of LOCAL SUBSET FEATURE SELECTION,2018.0,Ebrahimzadeh2018deeplearningherniationDeveCross validation_(10)0,Ebrahimzadeh2018deeplearningherniationDeve,Development,30,210.0,210.0,deeplearning,herniation,accuracy,0.919,2.428836966339867,,0.018939849624060152,0.8818778947368422,0.9561221052631579,Cross validation_(10),0,0.6333333333333333,0.6333333333333333,45.0,45.0,T2,Sagittal,1.5T
Ebrahimzadeh2018,Ebrahimzadeh2018,"Ebrahimzadeh, Elias and Fayaz, Farahnaz and Nikravan, Mehran and Ahmadi, Fereshteh and Dolatabad, Mohammadjavad Rahimi",TOWARDS AN AUTOMATIC DIAGNOSIS SYSTEM for LUMBAR DISC HERNIATION: The SIGNIFICANCE of LOCAL SUBSET FEATURE SELECTION,2018.0,Ebrahimzadeh2018deeplearningherniationDeveCross validation_(10)0,Ebrahimzadeh2018deeplearningherniationDeve,Development,30,210.0,210.0,deeplearning,herniation,precision,0.875,1.9459101481410275,,0.018939849624060152,0.8378778947368422,0.9121221052631578,Cross validation_(10),0,0.6333333333333333,0.6333333333333333,45.0,45.0,T2,Sagittal,1.5T
Ebrahimzadeh2018,Ebrahimzadeh2018,"Ebrahimzadeh, Elias and Fayaz, Farahnaz and Nikravan, Mehran and Ahmadi, Fereshteh and Dolatabad, Mohammadjavad Rahimi",TOWARDS AN AUTOMATIC DIAGNOSIS SYSTEM for LUMBAR DISC HERNIATION: The SIGNIFICANCE of LOCAL SUBSET FEATURE SELECTION,2018.0,Ebrahimzadeh2018deeplearningherniationDeveCross validation_(10)0,Ebrahimzadeh2018deeplearningherniationDeve,Development,30,210.0,210.0,deeplearning,herniation,sensitivity,0.7445999999999999,1.0700162173143342,,0.018939849624060152,0.7074778947368421,0.7817221052631578,Cross validation_(10),0,0.6333333333333333,0.6333333333333333,45.0,45.0,T2,Sagittal,1.5T
Ebrahimzadeh2018,Ebrahimzadeh2018,"Ebrahimzadeh, Elias and Fayaz, Farahnaz and Nikravan, Mehran and Ahmadi, Fereshteh and Dolatabad, Mohammadjavad Rahimi",TOWARDS AN AUTOMATIC DIAGNOSIS SYSTEM for LUMBAR DISC HERNIATION: The SIGNIFICANCE of LOCAL SUBSET FEATURE SELECTION,2018.0,Ebrahimzadeh2018deeplearningherniationDeveCross validation_(10)0,Ebrahimzadeh2018deeplearningherniationDeve,Development,30,210.0,210.0,deeplearning,herniation,specificity,0.9693,3.452311503544916,,0.018939849624060152,0.9321778947368422,1.0,Cross validation_(10),0,0.6333333333333333,0.6333333333333333,45.0,45.0,T2,Sagittal,1.5T
Ebrahimzadeh2018,Ebrahimzadeh2018,"Ebrahimzadeh, Elias and Fayaz, Farahnaz and Nikravan, Mehran and Ahmadi, Fereshteh and Dolatabad, Mohammadjavad Rahimi",TOWARDS AN AUTOMATIC DIAGNOSIS SYSTEM for LUMBAR DISC HERNIATION: The SIGNIFICANCE of LOCAL SUBSET FEATURE SELECTION,2018.0,Ebrahimzadeh2018svmherniationDeveCross validation_(10)0,Ebrahimzadeh2018svmherniationDeve,Development,30,210.0,210.0,svm,herniation,accuracy,0.9523,2.9939487111042604,,0.018939849624060152,0.9151778947368421,0.989422105263158,Cross validation_(10),0,0.6333333333333333,0.6333333333333333,45.0,45.0,T2,Sagittal,1.5T
Ebrahimzadeh2018,Ebrahimzadeh2018,"Ebrahimzadeh, Elias and Fayaz, Farahnaz and Nikravan, Mehran and Ahmadi, Fereshteh and Dolatabad, Mohammadjavad Rahimi",TOWARDS AN AUTOMATIC DIAGNOSIS SYSTEM for LUMBAR DISC HERNIATION: The SIGNIFICANCE of LOCAL SUBSET FEATURE SELECTION,2018.0,Ebrahimzadeh2018svmherniationDeveCross validation_(10)0,Ebrahimzadeh2018svmherniationDeve,Development,30,210.0,210.0,svm,herniation,precision,0.95,2.9444389770611763,,0.018939849624060152,0.9128778947368421,0.9871221052631578,Cross validation_(10),0,0.6333333333333333,0.6333333333333333,45.0,45.0,T2,Sagittal,1.5T
Ebrahimzadeh2018,Ebrahimzadeh2018,"Ebrahimzadeh, Elias and Fayaz, Farahnaz and Nikravan, Mehran and Ahmadi, Fereshteh and Dolatabad, Mohammadjavad Rahimi",TOWARDS AN AUTOMATIC DIAGNOSIS SYSTEM for LUMBAR DISC HERNIATION: The SIGNIFICANCE of LOCAL SUBSET FEATURE SELECTION,2018.0,Ebrahimzadeh2018svmherniationDeveCross validation_(10)0,Ebrahimzadeh2018svmherniationDeve,Development,30,210.0,210.0,svm,herniation,sensitivity,0.826,1.5575394736106707,,0.018939849624060152,0.788877894736842,0.8631221052631579,Cross validation_(10),0,0.6333333333333333,0.6333333333333333,45.0,45.0,T2,Sagittal,1.5T
Ebrahimzadeh2018,Ebrahimzadeh2018,"Ebrahimzadeh, Elias and Fayaz, Farahnaz and Nikravan, Mehran and Ahmadi, Fereshteh and Dolatabad, Mohammadjavad Rahimi",TOWARDS AN AUTOMATIC DIAGNOSIS SYSTEM for LUMBAR DISC HERNIATION: The SIGNIFICANCE of LOCAL SUBSET FEATURE SELECTION,2018.0,Ebrahimzadeh2018svmherniationDeveCross validation_(10)0,Ebrahimzadeh2018svmherniationDeve,Development,30,210.0,210.0,svm,herniation,specificity,0.9878,4.394044288069358,,0.018939849624060152,0.9506778947368422,1.0,Cross validation_(10),0,0.6333333333333333,0.6333333333333333,45.0,45.0,T2,Sagittal,1.5T
Ebrahimzadeh2018,Ebrahimzadeh2018,"Ebrahimzadeh, Elias and Fayaz, Farahnaz and Nikravan, Mehran and Ahmadi, Fereshteh and Dolatabad, Mohammadjavad Rahimi",TOWARDS AN AUTOMATIC DIAGNOSIS SYSTEM for LUMBAR DISC HERNIATION: The SIGNIFICANCE of LOCAL SUBSET FEATURE SELECTION,2018.0,Ebrahimzadeh2018knnherniationDeveCross validation_(10)0,Ebrahimzadeh2018knnherniationDeve,Development,30,210.0,210.0,knn,herniation,accuracy,0.9238,2.4951341338833193,,0.018939849624060152,0.8866778947368421,0.9609221052631578,Cross validation_(10),0,0.6333333333333333,0.6333333333333333,45.0,45.0,T2,Sagittal,1.5T
Ebrahimzadeh2018,Ebrahimzadeh2018,"Ebrahimzadeh, Elias and Fayaz, Farahnaz and Nikravan, Mehran and Ahmadi, Fereshteh and Dolatabad, Mohammadjavad Rahimi",TOWARDS AN AUTOMATIC DIAGNOSIS SYSTEM for LUMBAR DISC HERNIATION: The SIGNIFICANCE of LOCAL SUBSET FEATURE SELECTION,2018.0,Ebrahimzadeh2018knnherniationDeveCross validation_(10)0,Ebrahimzadeh2018knnherniationDeve,Development,30,210.0,210.0,knn,herniation,precision,0.85,1.7346010546037924,,0.018939849624060152,0.812877894736842,0.8871221052631579,Cross validation_(10),0,0.6333333333333333,0.6333333333333333,45.0,45.0,T2,Sagittal,1.5T
Ebrahimzadeh2018,Ebrahimzadeh2018,"Ebrahimzadeh, Elias and Fayaz, Farahnaz and Nikravan, Mehran and Ahmadi, Fereshteh and Dolatabad, Mohammadjavad Rahimi",TOWARDS AN AUTOMATIC DIAGNOSIS SYSTEM for LUMBAR DISC HERNIATION: The SIGNIFICANCE of LOCAL SUBSET FEATURE SELECTION,2018.0,Ebrahimzadeh2018knnherniationDeveCross validation_(10)0,Ebrahimzadeh2018knnherniationDeve,Development,30,210.0,210.0,knn,herniation,sensitivity,0.7726999999999999,1.223620143511677,,0.018939849624060152,0.7355778947368421,0.8098221052631578,Cross validation_(10),0,0.6333333333333333,0.6333333333333333,45.0,45.0,T2,Sagittal,1.5T
Ebrahimzadeh2018,Ebrahimzadeh2018,"Ebrahimzadeh, Elias and Fayaz, Farahnaz and Nikravan, Mehran and Ahmadi, Fereshteh and Dolatabad, Mohammadjavad Rahimi",TOWARDS AN AUTOMATIC DIAGNOSIS SYSTEM for LUMBAR DISC HERNIATION: The SIGNIFICANCE of LOCAL SUBSET FEATURE SELECTION,2018.0,Ebrahimzadeh2018knnherniationDeveCross validation_(10)0,Ebrahimzadeh2018knnherniationDeve,Development,30,210.0,210.0,knn,herniation,specificity,0.9638,3.2818246825083195,,0.018939849624060152,0.9266778947368421,1.0,Cross validation_(10),0,0.6333333333333333,0.6333333333333333,45.0,45.0,T2,Sagittal,1.5T
Hashia2020,Hashia2020,"Hashia, Bazila and Mir, Ajaz Hussain",Texture features' based classification of MR images of normal and herniated intervertebral discs,2020.0,Hashia2020deeplearningherniationDeveRandom sample split0,Hashia2020deeplearningherniationDeve,Development,99,,694.7580106037963,deeplearning,herniation,accuracy,1.0,23.025850847100088,,0.018939849624060152,0.9628778947368422,1.0,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Sagittal,
Hashia2020,Hashia2020,"Hashia, Bazila and Mir, Ajaz Hussain",Texture features' based classification of MR images of normal and herniated intervertebral discs,2020.0,Hashia2020deeplearningherniationDeveRandom sample split0,Hashia2020deeplearningherniationDeve,Development,99,,694.7580106037963,deeplearning,herniation,sensitivity,1.0,23.025850847100088,,0.018939849624060152,0.9628778947368422,1.0,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Sagittal,
Hashia2020,Hashia2020,"Hashia, Bazila and Mir, Ajaz Hussain",Texture features' based classification of MR images of normal and herniated intervertebral discs,2020.0,Hashia2020deeplearningherniationDeveRandom sample split0,Hashia2020deeplearningherniationDeve,Development,99,,694.7580106037963,deeplearning,herniation,specificity,1.0,23.025850847100088,,0.018939849624060152,0.9628778947368422,1.0,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Sagittal,
Hashia2020,Hashia2020,"Hashia, Bazila and Mir, Ajaz Hussain",Texture features' based classification of MR images of normal and herniated intervertebral discs,2020.0,Hashia2020svmherniationDeveRandom sample split0,Hashia2020svmherniationDeve,Development,99,,694.7580106037963,svm,herniation,accuracy,0.83,1.5856272630316643,,0.018939849624060152,0.792877894736842,0.8671221052631579,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Sagittal,
Hashia2020,Hashia2020,"Hashia, Bazila and Mir, Ajaz Hussain",Texture features' based classification of MR images of normal and herniated intervertebral discs,2020.0,Hashia2020svmherniationDeveRandom sample split0,Hashia2020svmherniationDeve,Development,99,,694.7580106037963,svm,herniation,sensitivity,0.66,0.6632942169646315,,0.018939849624060152,0.6228778947368421,0.697122105263158,Random sample split,0,,0.578188686603214,,49.230000000000004,T2,Sagittal,
